Author,Publication Date,Review
llama052,"on Oct 1, 2023","Maybe in FAANG it's ""back like we are in 2015"" but the tools that have been brought into the mainstream like Kubernetes, automation tools and such have had a great impact across many small to large sized organizations.It's done a great job to enforce consistency and immutable infrastructure in a way that is more approachable for most when you get past the scale of a few resources.I've seen start ups write their on bash tooling, watch it devolve into some opaque thing that no one knows how it works or what it does. I've seen platform teams devolve into managing VM updates by hand, babysitting operating systems of every application deployed because it's treated as a long living pet, and it gets worse when team leads move on and then someone else comes in and half bakes their own flavor of change. Even better when networking gets involved, load balancing with HA where people roll their own solution. On top of that is the certificate story and how that gets managed. Don't even start with RBAC from a platform perspective, it's a nightmare. The toil filled platform days should be behind us. Plenty of companies are slow to evolve and you can find a lot of pain.Perhaps I've had bad luck in my history of being a network engineer, infrastructure engineer, and an SRE. The one big benefit to these tools that are coming out is it can give some sort of standardization and it's giving you a ton of power in abstraction so that platform teams aren't micromanaging things that are just sorted for you.Something like Kubernetes gives you load balancing, high availability, RBAC, networking and routing, resource management, node draining and rotations, auto scaling. Sure it's managed in yaml manifests, but it's doing a lot of lifting. I won't say that the abstraction can't bite you, you still need to understand the core concepts of things. However people should be understanding those concepts regardless.The amount of work that takes for a small team at a startup that needs to scale services is immense without it. Right now I'm working with a 3 man platform team and we are running over 200 services in multiple regions, multiple database technologies and analytics stacks, we auto scale aggressively and we serve over a billion requests and terabytes of traffic a month with over 99.99% of uptime. We also deal with operations, security and every other hat that someone wants to throw our way. The metrics solutions to come out of this are also such a huge win, I remember the days of Nagios, Zabbix, SolarWinds etc. They were mostly static graphs showing you snapshots of what happens at a very high level, now we have metrics for everything and you can feed that into anything to self-remediate or escalate. I absolutely love it and can't wait to see it evolve more!The previous iteration of platform at this company was all self-managed VMs with the old school sysadmin mindset. They were managing hundreds of VMs by hand or using some light ansible that was retrofitted to work with pre-existing machines, we were using corporate F5 load balancers and VMware which are immediately out of date the moment you deploy them. Some older sysadmins were legitimately afraid of rebooting servers because they were afraid they wouldn't come back. Some machines had over 900 days of uptime because they just couldn't keep up with the toil. Also this creates a wall between the platform and developers because it turns into a hand-off process where developers throw code over and the platform team has to implement some server and load balance logic, let alone meeting SLO/SLI criteria. Sadly, that's not uncommon to any industry. This team had 15+ people and had trouble keeping up let alone deploy and innovate. Outages in this mode are unavoidable, and pulling away from that old school mindset and starting over is VERY hard.I'm sure a lot of that can be contributed to bad management and bad hires, however from my perspective using tooling and standardization will only help you build a platform that can actually grow. Making that predictable and easy to digest is important, and so is understanding the details underneath. I just know I will never want to go back to 2015 or anytime before. I'll babysit kubernetes node issues or upgrade woes all day if that's what it takes (not that I need to).Granted this isn't the case at FAANG, they've got the brain power to build a consistent platform regardless. Everyone below that though benefits greatly."
KaiserPro,"on Oct 2, 2023",">  but the tools that have been brought into the mainstream like Kubernetesunless you are running real steel, kubernetes is at best a complication layer over the underlying cloud tools. In 2018 me and my team built a real time, ML-based processing API. It was hugely scalable, optimised for speed, price and uptime.At no point did we use need to use kubernetes. Not only would that have eaten most of our innovation budget, all it would have done is add latency and driven up the money we spent on inter VPC transfers.> I remember the days of Nagios, Zabbix, SolarWinds etcSo do I, they were recognised as shit even in 2015. $work allowed me to lead the migration away from them and by then we were half way through replacing most of splunk with graphite/grafana based metrics instead. The rest of the alerting was mostly handled by a custom inhouse /__status end point parser.> The previous iteration of platform at this company was all self-managed VMs with the old school sysadmin mindset. They were managing hundreds of VMs by hand or using some light ansible that was retrofitted to work with pre-existing machines, we were using corporate F5 load balancers and VMware which are immediately out of date the moment you deploy them.That, again, is just bad sysadmin. Unless you have complete control over your stack with ansible, then its not ansible, its just sparkling bash script.I worked at a VFX company that deployed to all real machines for virtually everything. They used a GNU configuration system that was older than SSH (I can't remember what its called, it used to use rsh, that's how old it was.) All the machines were fungible, We could replace a file server at the drop of a hat (the only limit was how fast we could copy 160tbs over 2x10gig nics) Most of the place ran on perl, in one git repo for just configuration. OS updates were applied weekly, and we pushed system changes daily. This was in 2013.salt made all of that easier, especially as we had way too many hosts to sensibly run ansible at the time(I think we worked out it would take >1day to run a basic role).They had automated it to the point that you could plug in an unconfigured blade host, turn it on, and within 30 minutes, the bios was updated, networking configured and each blade was starting to be installed.Automation is an attitude. You can either invent new tools to solve hypothetical problems badly (k8s supposedly is high scale, but cant practically get above 1k hosts, its also balls deep in ipv4 ), or actually use/create tools to solve the problems you have now."
mschuster91,"on Oct 1, 2023","Yuck, Portainer... when I read that I get nightmares.The problem is: when you give developers access to Kubernetes, to ECS, to Portainer, to whatever they. will. not. care. about literally anything. You'll find a hotpot of cobbled together Dockerfiles with zero provenance, with base images pinned to stuff years old, and completely inefficient layer ordering. Pipelines won't use caching or parallelism (okay, sometimes because they use Maven which is a clusterfuck on its own).Software developers are developers, 90%+ will never have heard of how Linux works below the hood, how Docker actually works, they'll just copy and paste together stuff from Stackoverflow without even attempting to understand how it works.And I don't even blame them. I can't, I don't want and I won't.Companies, it's time to stop loading stuff onto your developers that they don't have to (have) any clue. JFC."
ElectricalUnion,"on Oct 1, 2023","The developers are literally paid to do the least amount of work that could possibly do towards delivering some abstract MVP ""this sprint"".Actually making something that is simple and maintainable is the 7th or 8th priority of business, if it is a priority at all.Artificial ""obstacles"" to delivering the artifacts in time in fact, wanted, a sort of corporation Deus ex machina, externalities to explain why they did not meet delivery deadlines last time.Incentives are not aligned. Things will remain broken until incentives are aligned."
shrimp_emoji,"on Oct 1, 2023",And some devs do learn how Linux works but don't want to waste their time memorizing how shitty $DEVOPS_PRODUCT that'll be replaced in two years works. :D
mschuster91,"on Oct 1, 2023","Indeed. Which is why I waited for three years to take on Docker, and two more for Kubernetes after I got burned with DC/OS, and why I entirely left the NodeJS/frontend ecosystem. I'm too old to act as the ripener for bananaware any more, and I'm pretty sick of companies exploiting other companies  or, even worse, individual developers to act as their free QA department."
pjmlp,"on Oct 2, 2023","As someone that knows how several UNIX variants have worked since I used Xenix in 1993, those devs usually learn how a specific Linux distribution works, place them in another work, and they will be hunting for configuration files, init systems, daemons and what not.Same applies to me, ""knowing"" GNU/Linux since Slackware 2.0."
dmart,"on Oct 1, 2023","To me, DevOps culture just feels like a way for businesses to save money by not staffing a dedicated infrastructure team and pushing all those responsibilities onto application developers.The amount of time I've spent fiddling with Terraform, Ansible, Kubernetes manifests, Helm charts, Jenkins configuration, GitHub Actions configuration, AWS IAM, and so on over the past few years is absurd, probably more than the time I've spent writing actual application code."
booi,"on Oct 1, 2023",What now? If you’re spending that much time on devops I feel like you’re doing it wrong. I do eng (team of 7) and devops (only me) and I feel like I spend about 5% of my time on devops.These tools have made deploying production quality infrastructure take a fraction of the time. These environments are basically already preaudited and verified. They’re also just much higher quality in general. It’s quite typical for different projects to share infrastructure in traditionally deployed systems but with devops we can have much better isolation with less deployment time.
firesteelrain,"on Oct 1, 2023",Who patches your VMs? Installs Antivirus.. installs vulnerability protection.. defines your resource groups.. virtual networks.. sets up your Azure subscriptions.. performs billing management.. etc?I hope its not you. The whole idea was that there is a platform team responsible for providing a service or better yet the CSP does this for you and then you just have to architect as a platform team the things I listed above. It does not happen via magic. But the CSP platforms makes it certainly easier to provide a pre-audited version of the OS and tools.You should be able to self-service yourself within say a developer like portal as part of an IDP as described here. Not figure out ALL of the infra yourself.
report-to-trees,"on Oct 1, 2023",One of the things that bothers me the most with the cooperate software development rat race is how many problems are being solved over and over again. Every company is staffing their own devops teams to build their own abstractions over these technologies so app developers don't have to worry about it. I personally know multiple devs who basically move from company to company reimplementing the same devops tools at each one.It all just feels like a collosal waste of energy and collective resources.
pdimitar,"on Oct 1, 2023","> To me, DevOps culture just feels like a way for businesses to save money by not staffing a dedicated infrastructure team and pushing all those responsibilities onto application developers.Yeah, because that's exactly what it is."
satvikpendem,"on Oct 1, 2023","We have separate devops teams, though, so I do zero fiddling with all those technologies."
politelemon,"on Oct 1, 2023","If the DevOps ""culture shift"" didn't solve problems for you, this will not either. You will still have similar problems, now abstracted away into a different team that operate at their own pace. They will also be overbooked, like before, with the difference that now they are serving multiple teams you didn't have to contend with before. They will not share your incentives or priorities for specific features. Their time will still not be taken into account during product planning.Both the DevOps move, and its current issues, as well as platform engineering are organisational problems. Your organisation needs to be set up around this in order for it to succeed.Notice that the article paints platform engineering with the same utopia like brush strokes that once painted ""DevOps as a culture"", only to be mangled in its handling and blamed for the problems that it brought about."
campbel,"on Oct 1, 2023","The creation of DevOps teams instead of SRE / Platform seems pretty common and I think originates from ignorant engineering leaders and poorly defined roles and responsibilities. You want to leverage the expertise of the folks who focus on cloud infrastructure, but you can't move the responsibility of operations away from the application teams without seriously compromising incentives that effect quality, throughput and reliability."
BeefySwain,"on Oct 1, 2023","Can you expand on what you mean by this? Specifically: ""you can't move the responsibility of operations away from the application teams without seriously compromising incentives that effect quality, throughput and reliability"""
groestl,"on Oct 1, 2023",I guess it's: You change the way you think about those metrics if you're the one being called at 2AM Saturday night.
Etheryte,"on Oct 1, 2023","Your application architecture dictates how it should be deployed and the other way around, if you try to decouple the two you're bound to run into issues. Depending on what your application does, high throughput with some loss might be ideal, or you might need at least once delivery instead while sacrificing throughput, or any other dynamic. If your deployment is done by an entirely different team from the team that builds the product itself you have little hope of predictable positive outcomes without a lot of pain."
jen20,"on Oct 1, 2023","To be more blunt about it: if the person writing the code is not the one on the pager at 3am, they have no serious incentive to make it correct or resilient.This is why ""you write it, you run it"" is so important - the most reliable software is the software never written, but if something must be written, it's important that all incentives are aligned for it to work right.Of course, this is only at the operational end - lack of incentive alignment is rampant in ""product"" organisations too."
mschuster91,"on Oct 1, 2023","> To be more blunt about it: if the person writing the code is not the one on the pager at 3am, they have no serious incentive to make it correct or resilient.The problem is in 99% not that the developers don't want to do correct code. The problem is that product/project management doesn't allocate the time and budget for clean development practices, proper QA, and refactoring because their metrics are revenue, releases/timeframe, or similarly useless/unsustainable."
whstl,"on Oct 1, 2023","Can 100% confirm. Last place that had that pager duty tried to throw this shit on me. Product Owner was constantly denying time to build monitoring.Everything in this loop was misaligned and rigged against devs. The only power I had as was to quit.Now that this is over and traditional Ops is back and called SRE, it is Product Owners, Support, Managers, Developers and CTOs screaming all at once at their team. Let's see where this will lead us."
convolvatron,"on Oct 1, 2023","as a software developer, every place I've tried to work that's ""you write it, you run it"" turns into me just spending all my time running the code as it already existed, with actually trying to improve reliability as kind of a bonus 10% task that no one ever talks about or asks after."
ElectricalUnion,"on Oct 1, 2023","It always depends on aligned incentives, for some very specific lines of work and very specific people, they will totally intentionally upkeep known bad software without improving it too much because it's somewhat a guarantee of very profitable overtime pay."
formercoder,"on Oct 1, 2023",SRE needs authority to hand back the pagers. That’s a key aspect.
Pannoniae,"on Oct 1, 2023","DevOps just makes the problem worse which it is intended to solve. DevOps started from ""deploying is too hard, and the developers don't know how to run complicated shell scripts to deploy our software to release, anyone should be able to deploy it and have it scale!"". However, most companies started to cargo-cult Google and just built everything in the ""most scalable"" way, incurring tons of overhead, both in deployment friction and hardware costs, so we are back to DevOps being an almost completely separate field from software engineering, and the programmers still can't deploy software."
ecshafer,"on Oct 1, 2023","Devops absolutely fixed a lot of issues. Going from manually merged SVN branches on a quarterly release monolith to a ""click and release application"" is a huge saver in developer time and pain."
theduder99,"on Oct 1, 2023",that's great for you.  at my company devops are still doing monthly releases and unable to deploy single microservices because all the services are too interconnected.
llama052,"on Oct 1, 2023","That doesn't sound like a devops problem, but a culture one."
donutshop,"on Oct 1, 2023","> DevOps just makes the problem worse which it is intended to solve. DevOps started from ""deploying is too hard, and the developers don't know how to run complicated shell scripts to deploy our software to release, anyone should be able to deploy it and have it scale!"". However, most companies started to cargo-cult Google and just built everything in the ""most scalable"" way, incurring tons of overhead, both in deployment friction and hardware costs, so we are back to DevOps being an almost completely separate field from software engineering, and the programmers still can't deploy software.Absolutely this. Instead of collaborating to solve problems we are wasting time on pet projects."
beezlewax,"on Oct 1, 2023","We use simple github workflows to release microservice based services and frontends on a daily basis. They're pushed through a series of dev environments for testing before being ""released"" into production by managers. It's not hard for devs at all."
pizzafeelsright,"on Oct 1, 2023","All this IT stuff fails, needs to be replaced, repaired, or adapted to a new situation.The best solutions, whatever the methodology and avenue of implementation, are made better when the builders ""live below the dam.""The incentive to build the best dam is when the party responsible must live below the dam.The best metric is customer retention. Directors of customer support need to be on the phone with escalations, not just watching metrics.  There's a leak? Take the complaints. Embrace the hate. Fix the damn dam."
hinkley,"on Oct 1, 2023",The fact that we have a “devops team” at work infuriates me. It’s enough to distract me me from how “Scrum” has destroyed Agile.
whstl,"on Oct 1, 2023","The only thing I like about the return of sysadmins and the end of the ""you build, you run it"" culture of Devops it is that I'm 100% off the hook if something dies in the middle of the night.The so-called DevOps guys are stressed out of their marbles, but when the CTO calls me 4 AM I can't say anything but ""Sorry dude, I'm not a clairvoyant. I have no permission to do shit in prod, call Ops or give me AWS access now"". He stopped calling.The fun part is Ops wants us engineers to help more, but they don't even trust (and some don't know how to run) my Terraform or CloudFormation scripts (I let them choose which), so they just read the tf/yaml and click AWS buttons manually. Often making lots of mistakes."
KaiserPro,"on Oct 1, 2023","> The fun part is Ops wants us engineers to help more, but they don't even trust (and some don't know how to run) my Terraform or CloudFormation scripts (I let them choose which), so they just read the tf/yaml and click AWS buttons manually. Often making lots of mistakes.Yeahnah, you're part of the problem.If you've not documented it properly, and more importantly, if the team are weary of prodfucking TF/CF scripts, there is a culture problem. You both need to understand how that works, if they don't have enough time, then you're understaffed, that needs to be fixed.I worked at place that was going through a really painful ops->devops->dev oncall transition. Ops still had a shit ton of power, but nobody included them, and just shouted at them when stuff went red. It took a huge culture shift, and devs sitting in ops and doing a shift or two, to sort it out."
whstl,"on Oct 1, 2023","Sorry, but how did you manage to make so many assumptions from that?Everything I need from Ops is already enumerated and specified more than well in tickets (which is required, as is par for course with the sysadmin from hell stereotype), and documented in Markdown files within my app's source code.I generate scripts for them since that's what they WANT and ASKED for several times.They literally want me and other managers to help with DevOps (Heck, I'm even AWS certified), but don't trust me and others to give access. They ask for scripts and I comply to save their time. How am I on the hook if they want me to create scripts, but some of the new hires don't know how to use Terraform/CloudFormation?> ""there is a culture problem. You both need to understand how that works, if they don't have enough time, then you're understaffed, that needs to be fixed.""The culture problem is Ops wanting to do everything and not trusting. If they don't want to ""prodfuck"", just review every script. Or perhaps test them in the staging AWS account that I pay for with my own money. Or just stop asking me to make infrastructure as code. Or suggest a fourth option instead of wasting my time and being disrespectful.I can't change other people's behavior. I can only change mine.If they are understaffed I can help, or they can hire more. Wasting my time and making me do pointless work is not the answer."
KaiserPro,"on Oct 2, 2023","> I can't change other people's behavior. I can only change mine.Ah my friend, you totally can change other people's behaviour. go on. hug an ops, sit next to them and work with them. show them a bit of love and make them feel part of the team. Think about it from their view, why don't they trust your scripts?Why dont they feel empowered to spin up a staging area? is it a skills gap? fear? or do they not feel confident enough to ask.It sounds like solving their problem will also solve yours...."
whstl,"on Oct 2, 2023","Skills gap from a chunk of the team, lack of time, lack of trust in developers, not accepting help when offered, not accepting that developers have the best interest of the company in mind, not accepting qualification of developers.I can only offer help, do what they ask and try to make their life as easy as possible... I can't hug people via Jira tickets. Yeah, they're that isolated."
hinkley,"on Oct 1, 2023",I always do a better job of writing logic when I sympathize with the victims. Some of those late night calls are devs setting ops up for failure. It was meant to close an open loop.
whstl,"on Oct 1, 2023","Yep. I'm otherwise happy to help with things in the middle of the night, but I need the means to actually diagnose and fix it.As it is, the Ops manager is probably going to have a stroke due to overwork, and it wasn't for lack of people wanting to help."
tstrimple,"on Oct 1, 2023","I think there is room for a DevOps team if they are focused on creating and maintaining the overall DevOps platform. But if they are taking tickets and setting up pipelines for individual applications, they are doing it wrong.But a team focused on making a streamlined platform with ready to adopt patterns that already account for compliance and security related concerns, they can spread DevOps adoption more effectively and consistently throughout the organization."
nunez,"on Oct 2, 2023","That was never supposed to happen, and DevOps enthusiasts still think that's a joke. Unfortunately, at some places, that was the _only_ way to get higher-up people thinking about the culture.Kind of like the idea of a scrum master, which was never supposed to be a role"
0x008,"on Oct 1, 2023","What is so horrible about it? Our devs are happy they can focus on fixing unit tests in pycharm, while others care about where the code is going."
matsemann,"on Oct 1, 2023","Because it's just a hip way of saying you have a sysadmin team. How can something or someone be ""devops"" if all the developers are in one team doing dev tasks, and the ops in a separate team doing ops stuff?"
ecshafer,"on Oct 1, 2023","A devops team is in practice typically very different than a  sysadmin team. Good sysadmins automate the hell out of everything, but it’s usually not something other people can use. Devops teams automate all of that stuff but then they also let teams build new infrastructure when they do deploys and automate that whole process, but it’s client facing. It’s development and operations, it’s a pretty good name, though I think platform or production engineering is typically a better name."
hinkley,"on Oct 1, 2023","The quality of devops scripts, from the perspective of a person who likes to write code that has to work right the first time, is about two standard deviations better than sysadmin scripts. But still of a par that would keep someone from getting promoted past a Senior Dev title.What’s worse is they can be condescending while shoveling out absolute garbage. If I’m honest that’s the part that bugs me the most."
dijit,"on Oct 1, 2023","I don't deny your experience, but my experience is that when it comes to domain specific scripts sysadmins fared much better than developers.I still see this, developers use archaic or absurd incantations in their build-scripts because they kludge something that works in bash on their machine then push it into yaml and move on, forgetting to comment, document or try to simplify the line so that it's easy to break apart later when it has to be debugged.Some of the best interpreted code I have ever seen came from a former sysadmin (it was powershell though, that comes with it's own warts of course).The issue is that we collectively decided that sysadmins should just stop existing instead of allowing it to grow properly. We forget how bad things were for developers back when we decided we didn't like sysadmins. There were companies still passing around code on a USB stick because developers didn't want to depend on SVN being down. (I am not kidding).Git was introduced 2005 and wasn't really everywhere until 2012, but 2014 sysadmins had all but been retired. This is the timeframe we talk about.Developers of that time were as bad as the sysadmins were, the problem was that the developers had time and space to grow and we judge the developers of 2012 as if they had all the tools, knowledge and incremental improvements in workflow that they have today."
ecshafer,"on Oct 1, 2023","I think part of this issue is: what is a sysadmin? That’s a pretty hard question to answer today. Maybe it was more straight forward in the 80s or 90s. But if you go to /r/sysadmin you have desktop support, help desk, office 365 admins who only use a gui, solo it guy in a small business, and also programmers, devops, cloud architects and network engineers.The sysadmins who were already automating large amounts of tasks for n Unix servers and k switches with p services, had a vastly different skill set and migrated to the more modern software defined devops SRe world no problem. But plenty of sysadmins basically could (and some still) only use a gui, and do things from trial and error. Those people might have retired or become managers, but they had a lot more issues with the transition. Which to be fair the transition happened fast and hard in some companies."
dijit,"on Oct 1, 2023","If we keep reinventing the same paradigms; isn't it a perfectly fine paradigm?It's unfortunately inherent that some people want predictable, scalable, observable, stable- and at the same time they want fast moving and many new features.I think it's not so much that dev and admin work is terribly difficult, it's more that ""a man cannot serve two masters"" and someone will be focusing on stability and someone else will be focusing on quickly deploying.Trying to do both yourself I think leads to burnout."
root_axis,"on Oct 1, 2023",N/A
medellin,"on Oct 1, 2023",The thing i have come to dislike is that in both companies i work for it lead to strange working relationships between ops/eng. anything that breaks in the deploy pipeline is now “the devops team problem” and they normally act like it’s also your fault. In the past this has meant people messaging me saying they are blocked because their dockerfile fails in CI. Then you walk through it with them and it’s also broken locally and it comes down to them pinning to something like latest tag and the image “shocker” changed. But now you  are fixing it and after you go remind everyone that you should pin your image to as strict as possible image tag. But no one cares because they can move fast and break things and when it does blame it on CI and now it’s not their problem.Anyway this is just one tiny example but the same underlying thing starts happening in all parts of the development cycle. “My deploy doesn’t work” … well your program has an error and crashes on startup but looking at the logs would be too much work. Let’s just say we are blocked and log off.As you can see this is a culture issue but it seems to be common when you have a devops team. And even more common when management (read senior management and up) think that developers “should just be developing”.Anyway thats my rant.
anotherhue,"on Oct 1, 2023","I have seen infra/devops scapegoated too much. Half the time the developers in question won't even read the error output before raising a ticket.The only solution I see is to enforce commit checks before hitting shared environments, but that comes with its own set of complaints."
tstrimple,"on Oct 1, 2023","> Half the time the developers in question won't even read the error output before raising a ticket.If they had no DevOps team to raise a ticket with, and it had to get done they would find some way to figure it out if they had the ability to modify and initiate their own pipelines. The reason I like ""you build it you run it"" is I feel like I have far more control over my own destiny. You're not having to negotiate and coordinate with a separate team through some ticketing system. Far less wasted back and forth and miscommunication. If that means you have to expand one of your teams with an additional DevOps person to foster understanding of the tooling on a team who hasn't done it before that's fine. But don't make them the DevOps person. Their goal is to enable the rest of the team to pick up these skills. Their goal should be to transition into a normal contributing member of the team working on product development because the team no longer has a need for a DevOps person."
pjmlp,"on Oct 1, 2023",Because that is the software developer/systems engineer division that already existed 20 years ago.The idea behind devops was to be a single team.
bojo,"on Oct 1, 2023","> The idea behind devops was to be a single team.I assume you are pointing out that split-teams is the insane part, in which case I agree. The philosophy was supposed to define the blurred line between developers and operations, using tooling to help facilitate the shared responsibilities where sensible and make hand-off a breeze.As you pointed out, the division existed 20 years ago, and it still exists now at many places. That lack of integration doesn't offer much improvement in relation to the past."
steve1977,"on Oct 1, 2023","That’s fine, it just has nothing to do with DevOps then. The whole point is that these are not separate teams."
stavros,"on Oct 1, 2023",It's like saying you have a self-service waiter.
